iter	Passed	Remaining
1403	2796359	1187058
1404	2800188	1185845
1405	2804053	1184642
1406	2807936	1183444
1407	2811821	1182242
1408	2815692	1181032
1409	2819530	1179803
1410	2823289	1178538
1411	2827162	1177317
1412	2831022	1176086
1413	2834863	1174844
1414	2838725	1173607
1415	2842566	1172358
1416	2846563	1171168
1417	2850542	1169968
1418	2854322	1168683
1419	2858160	1167417
1420	2862041	1166166
1421	2865884	1164895
1422	2869670	1163597
1423	2873548	1162334
1424	2877412	1161061
1425	2881317	1159800
1426	2884956	1158430
1427	2888794	1157136
1428	2892827	1155916
1429	2896681	1154621
1430	2900553	1153329
1431	2904414	1152030
1432	2908284	1150730
1433	2912135	1149420
1434	2916027	1148122
1435	2919813	1146779
1436	2923558	1145416
1437	2927380	1144080
1438	2931306	1142781
1439	2935193	1141463
1440	2939035	1140125
1441	2942906	1138794
1442	2946565	1137378
1443	2950190	1135945
1444	2953659	1134450
1445	2957135	1132955
1446	2960811	1131533
1447	2964509	1130116
1448	2968364	1128757
1449	2972182	1127379
1450	2976040	1126014
1451	2979873	1124635
1452	2983757	1123272
1453	2987587	1121886
1454	2991422	1120498
1455	2995272	1119112
1456	2999227	1117762
1457	3003062	1116364
1458	3006865	1114951
1459	3010728	1113556
1460	3014562	1112148
1461	3018430	1110749
1462	3022249	1109328
1463	3026107	1107919
1464	3029912	1106486
1465	3033796	1105079
1466	3037651	1103659
1467	3041535	1102245
1468	3045396	1100820
1469	3049286	1099402
1470	3053113	1097958
1471	3056963	1096519
1472	3060826	1095081
1473	3064677	1093636
1474	3068581	1092207
1475	3072380	1090736
1476	3076211	1089274
1477	3080093	1087827
1478	3083977	1086377
1479	3087946	1084954
1480	3091846	1083503
1481	3095662	1082019
1482	3099551	1080558
1483	3103533	1079126
1484	3107406	1077652
1485	3111317	1076189
1486	3115143	1074693
1487	3118928	1073179
1488	3122735	1071670
1489	3126584	1070173
1490	3130384	1068655
1491	3134219	1067147
1492	3138044	1065631
1493	3141924	1064132
1494	3145737	1062607
1495	3149609	1061098
1496	3153491	1059590
1497	3157220	1058027
1498	3160949	1056461
1499	3164589	1054863
1500	3168473	1053343
1501	3172328	1051810
1502	3176306	1050315
1503	3180209	1048792
1504	3184059	1047248
1505	3187860	1045685
1506	3191798	1044165
1507	3195670	1042619
1508	3199531	1041067
1509	3203466	1039535
1510	3206650	1037757
1511	3210521	1036199
1512	3214575	1034698
1513	3218623	1033191
1514	3222449	1031609
1515	3226455	1030082
1516	3230566	1028585
1517	3234630	1027069
1518	3238540	1025502
1519	3242389	1023912
1520	3246279	1022332
1521	3250012	1020700
1522	3253720	1019057
1523	3257551	1017450
1524	3261347	1015829
1525	3265260	1014242
1526	3269191	1012657
1527	3272896	1010999
1528	3276785	1009395
1529	3280591	1007763
1530	3284413	1006133
1531	3288226	1004497
1532	3292080	1002871
1533	3295969	1001252
1534	3299807	999615
1535	3303668	997983
1536	3307301	996278
1537	3311146	994635
1538	3314995	992990
1539	3318980	991383
1540	3322809	989727
1541	3326678	988079
1542	3330416	986390
1543	3334272	984733
1544	3338091	983062
1545	3341986	981411
1546	3345852	979748
1547	3349707	978079
1548	3353617	976424
1549	3357460	974746
1550	3361337	973075
1551	3365243	971410
1552	3369080	969722
1553	3373032	968064
1554	3376849	966365
1555	3380675	964665
1556	3384518	962968
1557	3388210	961225
1558	3392011	959510
1559	3395886	957814
1560	3399749	956111
1561	3403657	954418
1562	3407535	952714
1563	3411420	951009
1564	3415207	949274
1565	3419145	947579
1566	3423106	945887
1567	3426997	944172
1568	3430963	942476
1569	3434781	940736
1570	3438609	938996
1571	3442607	937300
1572	3446476	935566
1573	3450241	933801
1574	3453996	932030
1575	3457856	930286
1576	3461682	928529
1577	3465598	926795
1578	3469381	925022
1579	3473255	923270
1580	3477101	921508
1581	3481037	919768
1582	3484864	917996
1583	3488730	916232
1584	3492542	914451
1585	3496375	912673
1586	3500252	910903
1587	3504084	909120
1588	3507968	907347
1589	3511909	905586
1590	3515802	903810
1591	3519709	902036
1592	3523624	900260
1593	3527501	898472
1594	3531378	896682
1595	3535152	894863
1596	3539105	893086
1597	3542993	891291
1598	3546837	889482
1599	3550660	887665
1600	3554399	885824
1601	3558162	883987
1602	3561828	882124
1603	3565469	880253
1604	3569098	878376
1605	3572876	876533
1606	3576574	874669
1607	3580324	872815
1608	3584007	870942
1609	3587537	869030
1610	3591165	867140
1611	3595031	865305
1612	3598860	863458
1613	3602567	861580
1614	3606339	859715
1615	3610303	857893
1616	3614218	856057
1617	3618078	854206
1618	3621916	852347
1619	3625765	850488
1620	3629597	848622
1621	3633495	846770
1622	3637303	844894
1623	3641211	843039
1624	3645373	841240
1625	3649432	839414
1626	3653257	837532
1627	3657075	835646
1628	3660895	833758
1629	3664746	831874
1630	3668770	830028
1631	3672569	828128
1632	3676263	826202
1633	3680083	824302
1634	3683922	822404
1635	3687804	820514
1636	3691636	818609
1637	3695283	816662
1638	3699020	814732
1639	3702160	812669
1640	3705415	810630
1641	3708841	808626
1642	3712266	806621
1643	3715978	804676
1644	3719555	802700
1645	3723160	800728
1646	3726909	798785
1647	3730502	796806
1648	3733986	794802
1649	3737677	792840
1650	3741420	790887
1651	3745000	788898
1652	3748740	786940
1653	3752383	784960
1654	3756257	783026
1655	3759922	781046
1656	3763742	779096
1657	3767539	777140
1658	3771268	775167
1659	3775052	773203
1660	3778634	771196
1661	3782181	769180
1662	3785541	767124
1663	3789437	765174
1664	3793218	763200
1665	3797021	761227
1666	3800778	759243
1667	3804658	757282
1668	3808169	755245
1669	3811887	753247
1670	3815595	751245
1671	3819216	749224
1672	3822922	747217
1673	3826313	745148
1674	3829841	743103
1675	3833307	741045
1676	3836708	738972
1677	3840179	736911
1678	3844069	734929
1679	3847679	732891
1680	3851379	730868
1681	3855091	728846
1682	3858952	726849
1683	3862766	724842
1684	3866620	722840
1685	3870454	720832
1686	3874245	718813
1687	3878102	716805
1688	3881984	714799
1689	3885855	712790
1690	3889697	710772
1691	3893475	708741
1692	3897277	706712
1693	3901081	704681
1694	3904917	702654
1695	3908745	700624
1696	3912661	698607
1697	3916497	696573
1698	3920272	694527
1699	3924110	692490
1700	3927989	690457
1701	3931801	688411
1702	3935648	686369
1703	3939516	684329
1704	3943332	682277
1705	3947197	680232
1706	3951029	678179
1707	3954857	676123
1708	3958796	674084
1709	3962641	672026
1710	3966484	669967
1711	3970374	667913
1712	3974312	665865
1713	3978110	663792
1714	3981963	661725
1715	3985868	659665
1716	3989687	657589
1717	3993568	655521
1718	3997433	653449
1719	4001313	651376
1720	4005215	649305
1721	4009056	647222
1722	4012858	645131
1723	4016685	643042
1724	4020525	640953
1725	4024392	638866
1726	4028205	636769
1727	4032032	634671
1728	4035932	632583
1729	4039912	630506
1730	4043817	628415
1731	4047670	626313
1732	4051602	624222
1733	4055269	622088
1734	4059079	619974
1735	4063015	617877
1736	4066824	615759
1737	4070752	613657
1738	4074589	611539
1739	4078504	609431
1740	4082318	607306
1741	4086272	605199
1742	4090019	603060
1743	4093847	600931
1744	4097661	598798
1745	4101501	596667
1746	4105410	594544
1747	4109189	592400
1748	4113074	590269
1749	4116993	588141
1750	4120835	586001
1751	4124638	583852
1752	4128610	581726
1753	4132464	579581
1754	4136379	577443
1755	4140223	575293
1756	4144067	573140
1757	4147994	570998
1758	4151729	568827
1759	4155453	566652
1760	4159164	564474
1761	4163028	562316
1762	4166654	560123
1763	4170476	557954
1764	4174314	555786
1765	4178194	553622
1766	4182092	551458
1767	4186053	549301
1768	4189814	547115
1769	4193643	544936
1770	4197526	542763
1771	4201391	540585
1772	4205288	538409
1773	4209122	536224
1774	4212919	534032
1775	4216793	531847
1776	4220676	529662
1777	4224543	527473
1778	4228387	525280
1779	4232212	523082
1780	4235998	520877
1781	4239912	518687
1782	4243763	516487
1783	4247582	514281
1784	4251471	512082
1785	4255336	509877
1786	4258983	507646
1787	4262757	505427
1788	4266627	503218
1789	4270529	501011
1790	4274416	498801
1791	4278424	496602
1792	4282194	494374
1793	4285898	492137
1794	4289464	489883
1795	4292965	487619
1796	4296533	485362
1797	4300104	483104
1798	4303843	480862
1799	4307469	478607
1800	4310878	476326
1801	4314649	474084
1802	4318216	471818
1803	4321831	469555
1804	4325520	467300
1805	4329085	465029
1806	4332862	462779
1807	4336723	460537
1808	4340467	458280
1809	4344163	456017
1810	4348092	453776
1811	4351963	451528
1812	4355751	449269
1813	4359614	447016
1814	4363547	444769
1815	4367384	442510
1816	4371207	440248
1817	4375042	437985
1818	4378891	435722
1819	4382785	433462
1820	4386613	431193
1821	4390460	428925
1822	4394232	426647
1823	4398085	424376
1824	4402059	422115
1825	4405847	419834
1826	4409665	417554
1827	4413489	415273
1828	4417409	412999
1829	4421286	410720
1830	4425123	408435
1831	4428932	406146
1832	4432774	403858
1833	4436640	401571
1834	4440444	399277
1835	4444332	396988
1836	4448236	394699
1837	4452031	392398
1838	4455843	390098
1839	4459703	387800
1840	4463630	385506
1841	4467513	383206
1842	4471305	380898
1843	4475118	378589
1844	4479103	376293
1845	4482952	373984
1846	4486721	371666
1847	4490559	369353
1848	4494446	367042
1849	4498311	364727
1850	4502224	362415
1851	4506053	360094
1852	4509921	357775
1853	4513807	355456
1854	4517612	353128
1855	4521380	350796
1856	4525239	348470
1857	4529213	346150
1858	4533112	343824
1859	4536946	341490
1860	4540807	339157
1861	4544494	336810
1862	4548269	334467
1863	4552120	332128
1864	4556033	329793
1865	4559851	327449
1866	4563669	325103
1867	4567524	322758
1868	4571435	320416
1869	4575252	318065
1870	4579247	315725
1871	4583105	313374
1872	4587005	311024
1873	4590832	308668
1874	4594631	306308
1875	4598495	303951
1876	4602334	301591
1877	4606139	299227
1878	4609947	296861
1879	4613856	294501
1880	4617813	292142
1881	4621533	289766
1882	4625339	287394
1883	4629201	285025
1884	4633030	282651
1885	4636788	280272
1886	4640426	277884
1887	4644257	275506
1888	4648121	273129
1889	4651948	270748
1890	4655721	268362
1891	4659583	265980
1892	4663349	263591
1893	4667189	261204
1894	4671053	258818
1895	4674921	256430
1896	4678785	254040
1897	4682669	251650
1898	4686514	249256
1899	4690247	246855
1900	4694087	244458
1901	4698084	242067
1902	4701947	239668
1903	4705812	237267
1904	4709731	234868
1905	4713580	232464
1906	4717430	230058
1907	4721254	227649
1908	4725157	225243
1909	4728991	222832
1910	4732837	220419
1911	4736648	218004
1912	4740485	215589
1913	4744303	213171
1914	4748182	210754
1915	4751957	208332
1916	4755502	205898
1917	4759220	203470
1918	4762888	201039
1919	4766502	198604
1920	4770164	196170
1921	4773714	193730
1922	4777322	191291
1923	4781187	188861
1924	4785013	186429
1925	4788782	183992
1926	4792549	181554
1927	4796332	179116
1928	4799966	176670
1929	4803819	174231
1930	4807450	171783
1931	4811254	169340
1932	4815019	166894
1933	4818845	164448
1934	4822651	162001
1935	4826367	159549
1936	4830325	157104
1937	4834144	154652
1938	4838112	152204
1939	4842022	149753
1940	4845860	147298
1941	4849751	144843
1942	4853598	142385
1943	4857383	139924
1944	4861155	137461
1945	4864893	134997
1946	4868692	132532
1947	4872547	130068
1948	4876320	127599
1949	4880151	125132
1950	4884038	122664
1951	4887928	120194
1952	4891752	117722
1953	4895610	115249
1954	4899431	112774
1955	4903275	110298
1956	4907081	107820
1957	4910863	105340
1958	4914678	102859
1959	4918561	100378
1960	4922367	97895
1961	4926204	95410
1962	4930097	92925
1963	4933892	90437
1964	4937694	87948
1965	4941571	85459
1966	4945433	82968
1967	4949278	80476
1968	4953134	77982
1969	4956931	75486
1970	4960715	72988
1971	4964506	70489
1972	4968335	67990
1973	4972213	65490
1974	4976072	62988
1975	4979939	60485
1976	4983774	57980
1977	4987636	55474
1978	4991584	52967
1979	4995404	50458
1980	4999282	47948
1981	5003072	45436
1982	5006928	42923
1983	5010622	40408
1984	5014461	37892
1985	5018242	35375
1986	5022088	32857
1987	5025908	30337
1988	5029727	27816
1989	5033623	25294
1990	5037423	22770
1991	5041281	20246
1992	5045112	17719
1993	5048924	15192
1994	5052723	12663
1995	5056532	10133
1996	5060334	7601
1997	5064158	5069
1998	5067989	2535
1999	5071739	0
